NCM;Descrição;Mínimo;Máximo;I.I;IPI;PIS;COFINS;ICMS
39071039;"OUTS.POLIACETAIS
S/CARGA,EM LÍQUIDO OU PASTA";1,5176;1,6105;0;3,25;2,1;9,65;
39071041;POLIDEX.S/CARGA, BLOCOS IRREG.ETC.Ñ ESTABILIZ.;1,5140;1,6194;12,6;3,25;2,1;9,65;
39071049;"OUTS.POLIACS. S/CARGA,BLOCOS
IRREG.ETC.Ñ EST.";2,7200;2,7200;12,6;3,25;2,1;9,65;
39071091;Em grânulos, de diâmetro de partícula superior a 2 mm, segun;6,4885;6,5358;12,6;3,25;2,1;9,65;
39071099;OUTROS POLIACETAIS;1,3902;1,3902;0;3,25;2,1;9,65;
39072100;-- Metilfosfonato de bis (polioxietileno);2,0538;2,4345;0;3,25;2,1;9,65;
39072912;Sem carga;1,0284;1,5318;12,6;3,25;2,1;9,65;
39072920;"Politetrametilenoeterglico
l";1,1917;1,3768;12,6;3,25;2,1;9,65;
39072931;Polietilenoglicol 400;1,7823;1,9259;0;3,25;2,1;9,65;
39072939;Outros;1,0978;1,5876;12,6;3,25;2,1;9,65;
39072942;"Copolímeros de óxido de
etileno";2,5660;3,3512;12,6;3,25;2,1;9,65;
39072990;Outros;1,9402;2,9391;12,6;3,25;2,1;9,65;
39073011;Nas formas previstas na Nota 6 a) deste Capítulo;1,9197;1,9197;12,6;3,25;2,1;9,65;
39073019;OUTRAS RESINAS EPÓXIDAS COM CARGA;1,8170;2,0838;12,6;3,25;2,1;9,65;
39073021;COPOLÍMERO D/TETRABROMOBISFE NOL A, E EPICL.;1,7957;1,9957;12,6;3,25;2,1;9,65;
39073022;Outras, nas formas previstas na Nota 6 a) deste Capítulo;1,7894;1,7894;0;3,25;2,1;9,65;
39073029;OUTRAS RESINAS EPÓXIDAS SEM CARGA;1,8971;2,2888;12,6;3,25;2,1;9,65;
39074010;Nas formas previstas na Nota 6 b) deste Capítulo, com transm;1,0506;1,0976;20;3,25;2,1;9,65;
39074090;OUTROS POLICARBONATOS EM FORMAS PRIMÁRIAS;0,8938;0,9295;12,6;3,25;2,1;9,65;
39076100;-- De um índice de viscosidade de 78 ml/g ou mais;1,8590;3,8477;12,6;3,25;2,1;9,65;
39076900;-- Outros;1,4175;4,5357;20;3,25;2,1;9,65;
39077000;"Poli(ácido láctico) formas
primárias";1,4700;1,5264;12,6;3,25;2,1;9,65;
39079100;OUTROS POLIÉSTERES NÃO SATURADOS;1,5248;1,5274;0;3,25;2,1;9,65;
39079911;"POLI(TEREFTALATO
D/BUTILENO)C/CARG. FIBR.VIDRO";0,8900;1,4569;0;3,25;2,1;9,65;
39079912;Outros, nas formas previstas na Nota 6 a) deste Capítulo;1,3744;1,7705;12,6;3,25;2,1;9,65;
39079919;"OUTROS POLI (TEREFTALATO DE
BUTILENO)";22,0422;22,0422;0;3,25;2,1;9,65;
39079991;Nas formas previstas na Nota 6 a) deste Capítulo;6,3282;6,3282;0;3,25;2,1;9,65;
39079992;"Poli(épsilon-
caprolactona)";1,4172;1,8120;12,6;3,25;2,1;9,65;
39079994;Copolímero de tereftalato de dimetila, cicloexanodimetanol e;10,6334;9,9642;0;3,25;2,1;9,65;
39079999;"OUTROS
POLIÉSTERES";2,0991;3,0267;12,6;3,25;2,1;9,65;
39081012;POLIAMIDA-12 EM LÍQUIDOS E PASTAS;3,7261;4,5906;0;3,25;2,1;9,65;
39081014;"POLIAMIDA- 6/POLIAMIDA-6,6,
S/CARGA, LÍQ./PASTAS";8,5959;8,6068;0;3,25;2,1;9,65;
39081019;"POLIAMIDAS-6,9 OU 6,10 OU 6-12,EM LÍQ. E
PASTAS";1,9837;2,8151;12,6;3,25;2,1;9,65;
39081022;POLIAMIDA-12 BLOCO IRREG,PEDAÇO, GRUMOS,ETC.;1,7288;1,8469;12,6;3,25;2,1;9,65;
39081023;"POLIAMIDA- 6/POLIAMIDA-6,6,
C/CARGA,PEDAÇO, ETC.";2,5254;3,0658;20;3,25;2,1;9,65;
39081025;POLIAMIDA-6, SEM CARGA;1,8952;3,8356;0;3,25;2,1;9,65;
39081026;POLIAMIDA-6,6, SEM CARGA;2,8250;3,0882;12,6;3,25;2,1;9,65;
39081029;"POLIAMIDAS -6,9 OU
-6,10/-6,12,BLOCO IRREGUL.ETC.";2,2931;2,8287;0;3,25;2,1;9,65;
39089020;Obtidas por condensação de ácidos graxos (gordos) dimerizado;1,3683;1,8624;0;3,25;2,1;9,65;
39089090;OUTRAS POLIAMIDAS;1,7220;1,7220;12,6;3,25;2,1;9,65;
39091000;"RESINAS URÉICAS;
RESINAS DE TIORÉIA";1,5311;1,7765;0;3,25;2,1;9,65;
39092029;OUTS.RESINAS MELAMÍNICAS SEM CARGA;1,4181;1,4856;12,6;3,25;2,1;9,65;
39093100;"-- Poli(isocianato de fenil
metileno) (MDI bruto, MDI p";1,4844;2,1686;12,6;3,25;2,1;9,65;
39094011;FENOL-FORMALDEÍDO, SOLÚVEL, PURO/MODIFICADO;1,1107;1,1692;12,6;3,25;2,1;9,65;
39094019;"OUTS.RES.FENÓLICAS,
LIPOSSOLÚVEIS, PURAS,MOD.";1,8947;1,9795;12,6;3,25;2,1;9,65;
39094091;FENOL-FORMALDEÍDO;1,6271;2,2116;12,6;3,25;2,1;9,65;
39094099;OUTRAS RESINAS FENÓLICAS;2,9427;3,1849;0;3,25;2,1;9,65;
39095011;POLIURETANOS, SOLUÇ.SOLV.ORG.EM LÍQ.E PASTAS;1,7858;2,1493;12,6;3,25;2,1;9,65;
39095012;POLIURETANOS, DISP. AQUOSA, EM LÍQ.E PASTAS;1,8872;2,2699;12,6;3,25;2,1;9,65;
39095019;OUTS.POLIURETANOS, EM LÍQUIDOS E PASTAS;1,2000;2,1869;12,6;3,25;2,1;9,65;
39095021;POLIUR.HIDROX.C/PR. ADES.EM BLOCOS, PED.,ETC;1,9671;2,1342;0;3,25;2,1;9,65;
39095029;OUTROS POLIURETANOS,EM BLOCOS,PEDAÇOS, ETC;2,0250;2,7866;12,6;3,25;2,1;9,65;
39100011;"ÓLEOS HIDROLISADOS DE DIMETILDICLOROSILAN
O";12,8130;43,3258;0;3,25;2,1;9,65;
39100012;"ÓLEOS POLIDIMETILSILOXANO
,ETC.EM DISPERSÃO";1,3000;2,6760;12,6;3,25;2,1;9,65;
39100013;Copolímeros de dimetilsiloxano com compostos vinílicos,;1,7959;2,2049;0;3,25;2,1;9,65;
39100019;OUTROS ÓLEOS DE SILICONE;2,6838;8,6160;12,6;3,25;2,1;9,65;
39100021;ELASTÔMEROS DE VULCANIZAÇÃO QUENTE;3,0498;4,6581;12,6;3,25;2,1;9,65;
39100029;OUTROS ELASTÔMEROS;2,2015;4,1710;12,6;3,25;2,1;9,65;
39100030;RESINAS DE SILICONE;1,1543;1,2658;12,6;3,25;2,1;9,65;
39100090;OUTROS SILICONES EM FORMAS PRIMÁRIAS;1,4695;1,5647;0;3,25;2,1;9,65;
39111010;"RES.D/PETRÓLEO, D/CUMARONA,
D/INDENO,C/CARGA";1,2629;1,5637;12,6;3,25;2,1;9,65;
39111021;"RES.D/PETRÓLEO HIDROGS.COR GARD.
<3,ASTM D 1544, S/CARGA";0,9923;1,0758;12,6;3,25;2,1;9,65;
39111029;OUTRAS RES. D/PETRóLEO, D/CUMARONA, D/INDENO S/CARGA;6,1847;7,4844;0;3,25;2,1;9,65;
39112000;"- Poli(1,3-fenileno
metilfosfonato)";1,6064;2,2472;12,6;3,25;2,1;9,65;
39119014;POLI(SULFETO DE FENILENO), COM CARGA;18,3233;18,3233;0;3,25;2,1;9,65;
39119019;"OUTS.POLIT., POLISSULFETOS,
POLISSULF.,C/CARGA";2,5760;2,5760;0;3,25;2,1;9,65;
39119023;POLIETILENAMINAS, SEM CARGA, EM FORMA PRIMARIAS;0,9270;2,4351;12,6;3,25;2,1;9,65;
39119025;"POLIETERSULFONAS (PES) E SEUS COPOLÍMEROS, SEM
CARGA";2,6151;3,0749;12,6;3,25;2,1;9,65;
39119029;OUTS.POLITERP., POLISSULFE., POLISSULFO.,S/CARG;3,5537;3,5537;12,6;3,25;2,1;9,65;
39123111;Com um teor de carboximetilcelulose igual ou superior a 75 %;3,1180;3,7383;12,6;3,25;2,1;9,65;
39123119;"OUTROS CARBOXIMETILCELUL
OSE";1,3961;1,3961;12,6;3,25;2,1;9,65;
39123121;Com um teor de sais igual ou superior a 75 %, em peso;2,6000;3,0224;0;3,25;2,1;9,65;
39123129;"OUTROS SAIS DE CARBOXIMETILCELUL
OSE";2,8538;2,9069;0;3,25;2,1;9,65;
39123910;METIL-,ETIL- E PROPILCELULOSE, HIDROXILADAS;6,2968;3,7722;0;3,25;2,1;9,65;
39123920;"OUTRAS METILCELULOSES, EM
FORMAS PRIMÁRIAS";7,0062;8,6276;0;3,25;2,1;9,65;
39123930;OUTRAS ETILCELULOSES, EM FORMAS PRIMÁRIAS;2,2200;2,9555;12,6;3,25;2,1;9,65;
39123990;"OUTROS ÉTERES DE
CELULOSE";2,0267;2,0267;12,6;3,25;2,1;9,65;
39129031;CELULOSE MICROCRISTALINA, EM PÓ;9,7000;11,4003;0;3,25;2,1;9,65;
39129039;"OUTRAS CELULOSES
MICROCRISTALINAS";2,9199;4,7254;0;3,25;2,1;9,65;
39131000;ÁCIDO ALGÍNICO, SEUS SAIS E SEUS ÉSTERES;9,1845;9,1845;0;3,25;2,1;9,65;
39139020;"GOMA XANTANA, EM
FORMAS PRIMÁRIAS";15,2577;16,8316;12,6;3,25;2,1;9,65;
39139030;Dextrana;37,8000;37,8000;12,6;3,25;2,1;9,65;
39139050;QUITOSAN, (CHITOSAN), SEUS SAIS OU DERIVADOS;18,9060;45,2076;0;3,25;2,1;9,65;
39139060;SULFATO DE CONDROITINA E SEUS SAIS, EM FORMA PRIMáRIA;1,0990;2,0543;0;3,25;2,1;9,65;
39139090;"OUTS.POLÍMEROS NATURAIS, INCL.
MODIFICADOS";1,5891;6,5990;0;3,25;2,1;9,65;
39140011;PERM.D/ÍONS,BASE D/COPOLÍM.ESTIR. DIVINILB.SUL.;2,0225;3,7398;0;3,25;2,1;9,65;
39140019;"OUTS.PERM.D/ÍONS BASE D/POLIESTIR. E
COPOLÍM.";3,4256;6,0997;18;0;2,1;9,65;
39140090;OUTS.PERMUTADOR D/ÍONS, BASE D/POLÍMEROS;4,2329;5,3260;14,4;6,5;2,1;9,65;
39159000;- De outro plástico;0,8594;1,2086;14,4;6,5;2,1;9,65;
39161000;MONOFILAMENTOS DE POLÍMEROS DE ETILENO;2,6527;3,5984;14,4;6,5;2,1;9,65;
39162000;"MONOFILAMENTOS D/POLÍMEROS D/CLOR.
D/VINILA";1,0403;2,7475;14,4;6,5;2,1;9,65;
39169010;MONOFILAMENTOS DE OUTROS PLÁSTICOS;9,8954;12,5969;16;6,5;2,1;9,65;
39169090;"OUTRAS VARAS, BASTOES E PERFIS
D/OUTS.PLÁST.";7,7659;8,0160;0;3,25;2,1;9,65;
39171010;TRIPAS ARTIFICIAIS D/PROTEÍNAS ENDURECIDAS;7,3721;8,6998;14,4;3,25;2,1;9,65;
39171021;"Fibrosas, de celulose regenerada, de diâmetro
igual ou super";2,3393;2,7530;16;0;2,1;9,65;
39171029;OUTRAS TRIPAS ARTIF.D/PLÁSTICOS CELULÓSICOS;1,3962;2,3413;16;0;2,1;9,65;
39172100;"TUBOS RÍGIDOS DE POLÍMEROS DE
ETILENO";0,6802;2,0769;16;0;2,1;9,65;
39172200;TUBOS RÍGIDOS DE POLÍMEROS DE PROPILENO;3,1782;6,1749;16;0;2,1;9,65;
39172300;"TUBOS RÍGIDOS DE POLÍMER.DE CLORETO
D/VINILA";6,2810;14,6026;14,4;3,25;2,1;9,65;
39172900;-- De outro plástico;2,0189;5,9752;16;3,25;2,1;9,65;
39173100;-- Tubos flexíveis podendo suportar uma pressão de, pelo men;1,7840;4,0265;16;3,25;2,1;9,65;
39173210;OUTS.TUBOS Ñ REF. D/OUTS.MAT.D/COPOL. D/ETIL.;14,0873;14,9323;16;3,25;2,1;9,65;
39173229;OUTS.TUBOS NÃO REFORÇADOS D/POLIPROPILENO;2,6108;14,2744;14,4;3,25;2,1;9,65;
39173230;OUTS.TUBOS Ñ REFORÇADOS D/TEREF.D/ETILENO;4,4115;7,8331;16;3,25;2,1;9,65;
39173240;OUTS.TUBOS NÃO REFORÇADOS D/SILICONES;3,0497;4,6367;16;3,25;2,1;9,65;
39173290;OUTS.TUBOS Ñ REFORÇADOS D/OUTS. MAT.PLÁST.;2,6904;4,8736;16;3,25;2,1;9,65;
39173300;OUTS.TUBOS Ñ REFORÇADOS OUTS. MAT.,C/ACESS.;7,6796;8,9591;0;0;2,1;9,65;
39173900;OUTROS TUBOS DE MATÉRIA PLÁSTICA;2,9862;7,8438;;;;;
39174010;Do tipo utilizado em linhas de sangue para hemodiálise;0,6779;1,0934;;;;;
39174090;"OUTROS ACESSÓRIOS PARA TUBOS
PLÁSTICOS";0,7133;1,6358;;;;;
39181000;REVEST.D/PAVIM. PARED.TETOS,D/POL. CLOR.VINILA;0,6119;1,4536;;;;;
39189000;- De outro plástico;1,1182;2,6496;;;;;
39191010;De polipropileno;1,1422;3,1997;;;;;
39191020;De poli(cloreto de vinila);1,2484;1,8776;;;;;
39191090;Outras;1,2249;1,7686;;;;;
39199010;De polipropileno;1,6097;4,2604;;;;;
39199020;De poli(cloreto de vinila);1,7641;2,4537;;;;;
39199090;Outras;6,0873;6,0873;;;;;
39201010;De densidade igual ou superior a 0,94, espessura inferior ou;1,4476;1,9710;;;;;
39201091;De densidade inferior a 0,94, com óleo de parafina e carga (;2,1532;6,5785;;;;;
39201099;OUTS.CHAPAS, FOL. ET.D/POLíMEROS DE ETILENO;1,7771;3,4586;;;;;
39202011;De largura inferior ou igual a 12,5 cm e espessura inferior;1,2600;2,1411;;;;;
39202012;De largura inferior ou igual a 1 m e espessura inferior ou i;1,3609;3,1956;;;;;
39202019;OUTS.CHAP.FLS.TIR. D/POLIM.PR.BIAX. ORIENTADOS;1,2853;1,7008;;;;;
39202090;OUTS.CHAP.FOLHAS, TIRAS,D/POLÍMEROS D/PROP.;1,3522;1,5614;;;;;
39203000;OUTS.CHAPAS, FOLHAS,TIRAS,D/POL. D/ESTIRENO;1,1021;1,4438;;;;;
39204310;OUTS.CHAP.POLI (CLOR.VINILA)TRANSP. ESP.<=250MI.;0,8277;1,6027;;;;;
39204390;OUTS.CHAP.POLI (CLOR.VINIL)TRANP. C/PLAST.>=6%;1,8095;2,1756;;;;;
39204900;OUTS.CHAP.FLS. PLAST.Ñ ALV.Ñ REFOR. Ñ ESTRATIF.;1,2982;2,3492;;;;;
39205100;OUTS.CHAPAS, FOLHAS,PEL.D/POLI (MET.D/METILA);2,0018;2,9085;;;;;
39205900;OUTS.CHAPAS, FOLHAS, ETC D/POLI. ACRÍLICOS;1,7665;1,8959;;;;;
39206100;"CHAPAS,ETC. D/POLICARBONATOS,
S/SUPORTE,ETC.";2,0500;2,3606;;;;;
39206211;CHAP.,TEREFTALATO POLIETILENO,<5 MICR. S/SUP;1,6511;2,1919;;;;;
39206219;"OUTS.CHAPAS,FLS. TEREF.POL.ESPES.
=<40 MÍCRON";1,2000;2,5626;;;;;
39206291;Com largura superior a 12 cm, sem qualquer trabalho à superf;0,9315;2,7396;;;;;
39206299;"OUTS.CHAPAS,FLS. D/TEREFTALATO
D/POLIETILENO";1,6827;2,5915;;;;;
39206300;OUTS.CHAPAS,FLS. D/POLIÉSTERES Ñ SATURADOS;2,5494;3,5440;;;;;
39206900;"OUTS.CHAPAS,FLS.DE OUTROS
POLIÉSTERES";1,5800;2,8290;;;;;
39207100;CHAP.ETC.DE CELULOSE REGENERADA S/SUPORTE;3,6804;8,7002;;;;;
39207310;De espessura inferior ou igual a 0,75 mm;7,5230;2,7501;;;;;
39207390;OUTS.CHAPAS.FLS. TIRAS D/ACETATO DA CELULOSE;3,3982;4,3553;;;;;
39207990;OUTS.CHAPAS,FLS, TIR.DE OUTS.DER.DA CELULOSE;2,6758;3,2960;;;;;
39209100;CHAPAS,ETC.POLI (BUTIRAL DE VINILA), S/SUPORTE;1,4592;4,2339;;;;;
39209200;OUTS.CHAPAS, FOLHAS,TIRAS DE POLIAMIDAS;2,5207;10,7456;;;;;
39209400;OUTS.CHAPAS,FLS, TIRAS DE RESINAS FENÓLICAS;1,3383;10,6921;;;;;
39209910;OUTS.CHAPAS, FOLHAS,TIRAS DE SILICONE;26,4706;26,4706;;;;;
39209920;OUTS.CHAPAS, FOLHAS,D/POLI (ÁLCOOL VINÍLICO);1,9934;2,9385;;;;;
39209930;OUTS.CHAPAS,FLS, D/POLÍMEROS D/FLUOR.D/VINILA;2,0000;5,0884;;;;;
39209940;OUTS.CHAPAS, FOLHAS,TIRAS DE POLIIMIDA;1,0996;1,8944;;;;;
39209990;"OUTS.CHAPAS,FLS, TIRAS D/PLÁST.Ñ
ALVEOLARES";0,5686;1,3070;;;;;
39211100;CHAPA,TIRA,ETC. D/POLÍMERO ESTIRENO ALVEOLAR;4,5040;7,4426;;;;;
39211200;"CHAPA,TIRA,ETC. POLÍMERO CLOR.
D/VINILA ALVEOL.";2,2428;4,7956;;;;;
39211310;Com base poliéster, de células abertas, com um número de por;3,7002;9,0936;;;;;
39211390;"OUTS CHAPAS ETC. D/POLIURETANOS
ALVEOLARES";1,9583;2,9295;;;;;
39211400;CHAPA FLS.CELULOSE REGEN.PRODS. ALVEOLARES;0,9500;1,3182;;;;;
39211900;-- De outro plástico;2,6927;18,9035;;;;;
39219011;CHAPAS,ETC.D/RESINA MELAMINA- FORMALDEÍDO;1,0743;1,5643;;;;;
39219012;OUTS.CHAPAS ETC. D/OUTS.PLÁSTS. C/SUP.D/POLIET.;0,5405;0,7734;;;;;
39219019;OUTS.CHAPAS,FLS, ETC.D/PLÁST. ESTRATIFICADO;1,3470;2,1834;;;;;
39219020;OUTS.CHAPAS,ETC. POLI(TEREFTAL. D/ETILENO),ETC.;1,6370;4,7773;;;;;
39219090;OUTS.CHAPAS, FOLHAS,TIRAS, LÂMINAS D/PLÁSTICO;1,0392;2,8401;;;;;
39221000;- Banheiras, boxes para chuveiros (polibãs*), pias e la;1,4039;6,5163;;;;;
39222000;ASSENTOS E TAMPAS DE PLÁST. P/SANITÁRIOS;0,4724;0,4573;;;;;
39229000;OUTS ART.USO D/HIGIENE, P/SANITÁRIOS, PLÁSTICOS;1,2005;4,1652;;;;;
39231010;Estojos de plástico, do tipo utilizado para acondiciona;1,0505;3,0234;;;;;
39231090;"CAIXAS E ARTIGOS SEMELHANTES DE
PLÁSTICO";0,9481;2,4602;;;;;
39232110;De capacidade inferior ou igual a 1.000 cm3;1,1188;2,8471;;;;;
39232190;"OUTS.SACOS,BOLSAS, CART.D/POLÍMERO
D/ETILENO";1,2418;3,3574;;;;;
39232910;De capacidade inferior ou igual a 1.000 cm3;11,2552;11,2552;;;;;
39232990;"OUTS.SACOS,BOLSAS, CARTUCHOS DE
PLÁSTICO";1,3527;2,6217;;;;;
39233010;Recipientes para gás liquefeito de petróleo (GLP);1,9334;3,4634;;;;;
39233090;Outros;1,8321;8,2839;;;;;
39234000;BOBINAS,CARRETÉIS, SUPORT.SEMELH. D/PLÁSTICO;1,1254;1,9401;;;;;
39235000;ROLHAS,TAMPAS,SEM. P/FECHAR RECIP. D/PLÁSTICO;1,4144;3,1604;;;;;
39239010;PALETES SIMPLES, PALETES-CAIXAS E OUTROS ESTRADOS PARA;1,0240;2,6142;;;;;
39239090;OUTROS;1,0216;2,3154;;;;;
39241000;SERVIÇOS D/MESA, OUTS.UTENS.COZ. D/PLÁSTICO;1,6617;3,8359;;;;;
39249000;OUTS.ARTIGOS,DE HIGIENE,TOUCADOR, D/PLÁSTICO;0,8041;1,8995;;;;;
39251000;- Reservatórios, cisternas, cubas e recipientes análogos, de;1,4859;2,8317;;;;;
39252000;PORTAS,JANELAS, CAIXILHOS,ALIZAR., SOLEIR.,PLÁST;1,0355;2,1683;;;;;
39253000;- Postigos, estores (incluindo as venezianas) e artigos;1,1767;2,4573;;;;;
39259010;ARTEFATOS D/APETRECH. D/POLIESTIRENO EXPANDIDO (EPS);1,1150;2,9912;;;;;
39259090;OUTS.ARTEFATOS D/APETRECH. D/CONSTR.,DE PLáSTICOS;1,1508;2,6542;;;;;
39261000;ARTIGOS D/ESCRITÓRIO E ESCOLARES, D/PLÁSTICO;4,2878;10,1267;;;;;
39262000;"VESTUÁRIO/ACESSÓRI OS D/PLÁSTICO
(LUVAS,ETC.)";1,0689;2,4927;;;;;
39263000;"GUARNIÇÕES P/MÓVEIS, CARROÇARIAS
D/PLÁSTICO";4,3714;12,2595;;;;;
39264000;ESTATUETAS/OBJETO S D/ORNAMENT. DE PLÁSTICO;2,9659;12,7729;;;;;
39269010;Arruelas (anilhas);2,4281;3,9758;;;;;
39269021;CORREIAS PLÁSTICAS DE TRANSMISSÃO;3,7619;4,9864;;;;;
39269022;"CORREIAS PLÁSTICAS
TRANSPORTADORAS";2,4947;5,7922;;;;;
39269030;Bolsas p/uso medic. (hemodiálise e semelh.);6,1949;12,8258;;;;;
39269040;"ARTIGOS D/LABORATÓRIO E
FARMÁCIA D/PLÁSTICO";13,7242;23,5057;;;;;
39269050;Acessórios do tipo utilizado em linhas de sangue para hemodi;1,1467;8,1973;;;;;
39269061;"De tetrafluoretileno e éter
perfluorometilvinil";1,2998;3,2261;;;;;
39269069;"OUTROS ANéIS D/SEçãO TRANSV. CIRC.(""O-RANGS"")";11,0745;11,0745;;;;;
39269090;"OUTS.OBRAS D/PLÁST. E OUTS.MAT.POS.
3901/3914";18,0492;18,0492;;;;;
40011000;LÁTEX DE BORR.NAT., MESMO PRÉ- VULCANIZADO;2,6355;2,7145;;;;;
40012200;"BORRACHA NATURAL TECNICAM.ESPECIFIC.
(TSNR)";0,6537;0,6737;;;;;
40012990;BORRACHA NATURAL EM OUTRAS FORMAS;1,0853;2,4974;;;;;
40021110;"LÁTEX D/BORRACHA D/ESTIRENO-
BUTADIENO(SBR)";1,4936;1,7660;;;;;
40021911;BORRACHA D/ESTIRENO-BUTAD., CHAP.FLS. E TIRAS;1,3618;1,5740;;;;;
40021919;"OUTS. BORRACHAS D/ESTIRENO-
BUTADIENO (SBR)";1,3772;2,6011;;;;;
40022099;OUTRAS;1,2307;2,2320;;;;;
40023100;BORRACHA DE ISOBUTENO- ISOPRENO;4,2706;4,4250;;;;;
40023900;OUTS.BORR. D/ISOBUTENO- ISOPRENO HALOGENADA;1,7917;2,2503;;;;;
40024900;"OUTRAS BORRACHAS
DE CLOROPRENO";1,6629;1,6967;;;;;
40025900;OUTS. BORRACHAS DE ACRILONITRILA- BUTADIENO;5,0992;1,4538;;;;;
40026000;"BORRACHA D/ISOPRENO, EM
FORMAS PRIMÁRIAS";1,6257;1,9781;;;;;
40027000;- Borracha de etileno- propileno-dieno não conjugado (EPDM);1,4861;1,8343;;;;;
40029910;"BORRACHA ESTIRENO-
ISOPRENO-ESTIRENO";0,4186;0,4996;;;;;
40029990;OUTRAS BORRACHAS SINT./ARTIF.,FORMA PRIMÁRIA;0,6312;0,6312;;;;;
40030000;"BORR. REGENERADA, FORM.PRIM.OU EM
CHAP.,TIR.";1,0557;1,3025;;;;;
40040000;DESP.RES.SUC.E APARAS DE BORR.Ñ ENDURECIDA;5,2638;5,5342;;;;;
40051010;"BORR.ETILENO- PROPILENO-DIENO,Ñ CONJUGADO,ñ
VULCANIZADA";3,4386;3,5774;;;;;
40051090;OUTS.BORR.ADIC. D/NEGRO D/FUMO/SÍLICA, ñ VULCANIZADA;2,2134;2,6020;;;;;
40059110;PREP.BASE,P/FABR. D/GOMAS D/MASC. CHAP.FOLH.TIR.ñ VULCAN.;3,4913;3,4913;;;;;
40059190;OUTS.BORR.MIST. EM CHAPAS,FOLHAS E TIRAS,ñ VULCANIZADA;1,9458;2,8545;;;;;
40059990;OUTS.BORR.MIST.,Ñ VULCAN, FORMAS PRIMÁRIAS;1,6683;2,5328;;;;;
40069000;OUTS.FORMAS E ARTIGOS D/BORR. Ñ VULCANIZADA;1,4591;1,8758;;;;;
40070011;FIOS DE BORRACHA VULCAN. RECOBS. C/SILICONE;0,7658;2,9428;;;;;
40070019;OUTROS FIOS DE BORRACHA VULCANIZADA;2,5121;2,9229;;;;;
40070020;CORDAS DE BORRACHA VULCANIZADA;1,0539;4,7923;;;;;
40081100;"CHAPAS,FOLHAS E TIRAS D/BORRACHA
ALVEOLAR";0,5902;1,4748;;;;;
40081900;VARETAS,PERFIS,ETC, D/BORR.ALVEOLAR,Ñ ENDUR.;1,2612;1,9448;;;;;
40082100;"CHAPAS,FOLHAS, TIRAS,D/BORRACHA,Ñ
ALVEOLAR";4,1020;4,5813;;;;;
40082900;VARET.,PERFIS,ETC, D/BORR.Ñ ENDUR.,Ñ ALVEOLAR;8,5293;13,8980;;;;;
40091100;"TUBOS D/BORR.VULC. Ñ REFORÇ.S/ACOSS.
S/ACESS.";8,5450;10,7607;;;;;
40091210;Com uma pressão de ruptura igual ou superior a 17,3 MPa;1,8421;2,4415;;;;;
40091290;"OUTS.TUBOS D/BORR. VULCANIZ.COM
ACESSÓRIOS";2,4328;2,6681;;;;;
40092110;Com uma pressão de ruptura igual ou superior a 17,3 MPa;4,9147;7,8319;;;;;
40092190;"OUTS.TUBOS BOR. VULC.REFOR./MET.
S/ACESSÓRIO";4,9533;8,1053;;;;;
40092210;Com uma pressão de ruptura igual ou superior a 17,3 MPa;3,2484;4,3672;;;;;
40092290;"OUTS.TUBOS BOR. VULC.REF.C/METAL
C/ACESSÓRIO";5,1797;9,1097;;;;;
40093100;TUB.D/BORR.VULC. REFORÇ.MAT.TÊXTEIS S/ACESS.;4,7172;15,9038;;;;;
40093210;"Com uma pressão de ruptura igual ou superior
a 17,3 MPa";9,2025;4,6277;;;;;
40093290;OUTS.TUB.D/BOR. VULC.REF.MAT. TÊXTEIS C/ACESS.;8,5000;13,6024;;;;;
40094100;"TUBOS D/BORR.VULC. REF.DE OUTS.MAT.
S/ACESS.";5,9720;8,5222;;;;;
40094210;Com uma pressão de ruptura igual ou superior a 17,3 MPa;2,0541;2,8166;;;;;
40094290;"OUTS.TUB.D/BORR. VULC.REF.D/OUTS.
MAT.C/ACESS.";1,2007;1,6761;;;;;
40101100;CORREIAS TRANSPORT.D/BORR. REF.COM METAL;2,4638;3,5178;;;;;
40101200;"CORREIAS TRANSPORT.D/BORR.
REF.C/MAT.TÊXTEIS";5,4645;13,8194;;;;;
40101900;OUTS.CORREIAS TRANSPORTADORAS D/BORRACHA;2,3513;3,3135;;;;;
40103100;"-- Correias de transmissão sem fim, de
seção trapezoidal, es";7,3739;13,4524;;;;;
40103200;-- Correias de transmissão sem fim, de seção trapezoidal, nã;2,2431;2,8862;;;;;
40103300;"-- Correias de transmissão sem fim, de
seção trapezoidal, es";12,1211;24,1780;;;;;
40103400;-- Correias de transmissão sem fim, de seção trapezoidal, nã;15,3403;28,2076;;;;;
40103500;"-- Correias de transmissão sem fim,
síncronas, com uma circu";2,2599;3,7368;;;;;
40103600;-- Correias de transmissão sem fim, síncronas, com uma circu;2,3036;2,5727;;;;;
40103900;"OUTRAS CORREIAS DE
TRANSMISSÃO";1,9660;2,2610;;;;;
40111000;- Do tipo utilizado em automóveis de passageiros (inclu;4,8908;8,3734;;;;;
40112090;"OUTS.PNEUM.D/BORR., P/ÔNIBUS/CAMINHÕES,
NOV.";2,2386;2,8650;;;;;
40114000;- Do tipo utilizado em motocicletas;2,3989;2,6768;;;;;
40115000;"- Do tipo utilizado em
bicicletas";2,4655;2,8705;;;;;
40117010;"Nas seguintes medidas: 4,00-15; 4,00-18; 4,00-
19; 5,00-";2,2853;2,2853;;;;;
